"genus","sample_id","abundance"
"Blautia","A9",51
"Blautia","A31",69
"Blautia","A51",368
"Blautia","A52",219
"Blautia","A53",148
"Blautia","A54",304
"Blautia","A59",92
"Blautia","A67",357
"Blautia","A68",273
"Blautia","A69",471
"Blautia","A71",98
"Blautia","A73",420
"Blautia","A76",136
"Blautia","A78",111
"Blautia","A87",79
"Blautia","A89",239
"Blautia","A93",372
"Blautia","A101",160
"Blautia","A109",399
"Blautia","A113",418
"Blautia","A114",165
"Blautia","A115",359
"Blautia","A142",238
"Blautia","A144",390
"Blautia","A149",132
"Blautia","A164",358
"Blautia","A165",181
"Blautia","B1",51
"Blautia","B2",255
"Blautia","B3",90
"Blautia","B5",70
"Blautia","B6",84
"Blautia","B7",141
"Blautia","B8",280
"Blautia","B13",288
"Blautia","B14",335
"Blautia","B28",371
"Blautia","B29",363
"Blautia","B36",361
"Blautia","B37",449
"Blautia","B94",444
"Blautia","B99",382
"Blautia","B103",335
"Blautia","B106",394
"Blautia","B111",97
"Blautia","B114",144
"Blautia","B115",329
"Blautia","B120",120
"Blautia","B127",141
"Blautia","B132",228
"Blautia","B141",92
"Blautia","B142",188
"Blautia","B143",361
"Blautia","B152",347
"Blautia","B156",75
"Blautia","B158",241
"Blautia","B164",214
"Oscillibacter","A3",188
"Oscillibacter","A5",262
"Oscillibacter","A6",245
"Oscillibacter","A9",423
"Oscillibacter","A31",327
"Oscillibacter","A51",205
"Oscillibacter","A52",158
"Oscillibacter","A53",316
"Oscillibacter","A54",344
"Oscillibacter","A59",425
"Oscillibacter","A67",166
"Oscillibacter","A68",67
"Oscillibacter","A69",220
"Oscillibacter","A71",391
"Oscillibacter","A73",112
"Oscillibacter","A76",325
"Oscillibacter","A78",275
"Oscillibacter","A87",242
"Oscillibacter","A89",239
"Oscillibacter","A93",329
"Oscillibacter","A101",366
"Oscillibacter","A109",127
"Oscillibacter","A113",213
"Oscillibacter","A114",464
"Oscillibacter","A115",193
"Oscillibacter","A142",373
"Oscillibacter","A144",290
"Oscillibacter","A149",323
"Oscillibacter","A164",294
"Oscillibacter","A165",376
"Oscillibacter","B1",217
"Oscillibacter","B2",295
"Oscillibacter","B3",316
"Oscillibacter","B5",428
"Oscillibacter","B6",153
"Oscillibacter","B7",246
"Oscillibacter","B8",363
"Oscillibacter","B13",290
"Oscillibacter","B14",122
"Oscillibacter","B28",164
"Oscillibacter","B29",128
"Oscillibacter","B36",193
"Oscillibacter","B37",234
"Oscillibacter","B94",227
"Oscillibacter","B99",153
"Oscillibacter","B103",350
"Oscillibacter","B106",347
"Oscillibacter","B111",355
"Oscillibacter","B114",406
"Oscillibacter","B115",335
"Oscillibacter","B120",447
"Oscillibacter","B127",362
"Oscillibacter","B132",364
"Oscillibacter","B141",244
"Oscillibacter","B142",205
"Oscillibacter","B143",153
"Oscillibacter","B152",284
"Oscillibacter","B156",330
"Oscillibacter","B158",212
"Oscillibacter","B164",167
"Bacteroides","A3",147
"Bacteroides","A5",204
"Bacteroides","A6",154
"Bacteroides","A9",226
"Bacteroides","A31",271
"Bacteroides","A51",361
"Bacteroides","A52",241
"Bacteroides","A53",341
"Bacteroides","A54",283
"Bacteroides","A59",287
"Bacteroides","A67",243
"Bacteroides","A68",195
"Bacteroides","A69",172
"Bacteroides","A71",390
"Bacteroides","A73",227
"Bacteroides","A76",273
"Bacteroides","A78",340
"Bacteroides","A87",370
"Bacteroides","A89",309
"Bacteroides","A93",240
"Bacteroides","A101",313
"Bacteroides","A109",150
"Bacteroides","A113",272
"Bacteroides","A114",285
"Bacteroides","A115",178
"Bacteroides","A142",273
"Bacteroides","A144",217
"Bacteroides","A149",249
"Bacteroides","A164",456
"Bacteroides","A165",248
"Bacteroides","B1",232
"Bacteroides","B2",86
"Bacteroides","B3",148
"Bacteroides","B5",247
"Bacteroides","B6",236
"Bacteroides","B7",115
"Bacteroides","B8",174
"Bacteroides","B13",124
"Bacteroides","B14",108
"Bacteroides","B28",288
"Bacteroides","B29",147
"Bacteroides","B36",57
"Bacteroides","B37",229
"Bacteroides","B94",258
"Bacteroides","B99",158
"Bacteroides","B103",238
"Bacteroides","B106",247
"Bacteroides","B111",163
"Bacteroides","B114",244
"Bacteroides","B115",138
"Bacteroides","B120",243
"Bacteroides","B127",215
"Bacteroides","B132",269
"Bacteroides","B141",189
"Bacteroides","B142",290
"Bacteroides","B143",119
"Bacteroides","B152",127
"Bacteroides","B156",234
"Bacteroides","B158",135
"Bacteroides","B164",163
"Alistipes","A3",29
"Alistipes","A5",343
"Alistipes","A6",386
"Alistipes","A9",369
"Alistipes","A31",402
"Alistipes","A51",63
"Alistipes","A52",56
"Alistipes","A53",342
"Alistipes","A54",346
"Alistipes","A59",391
"Alistipes","A67",303
"Alistipes","A68",39
"Alistipes","A69",351
"Alistipes","A71",406
"Alistipes","A73",62
"Alistipes","A76",340
"Alistipes","A78",249
"Alistipes","A87",47
"Alistipes","A89",374
"Alistipes","A93",382
"Alistipes","A101",409
"Alistipes","A109",367
"Alistipes","A113",317
"Alistipes","A114",395
"Alistipes","A115",56
"Alistipes","A142",410
"Alistipes","A144",349
"Alistipes","A149",49
"Alistipes","A164",377
"Alistipes","A165",349
"Alistipes","B1",280
"Alistipes","B2",26
"Alistipes","B3",396
"Alistipes","B5",354
"Alistipes","B6",275
"Alistipes","B7",309
"Alistipes","B8",343
"Alistipes","B13",453
"Alistipes","B14",25
"Alistipes","B28",10
"Alistipes","B29",12
"Alistipes","B36",35
"Alistipes","B37",339
"Alistipes","B94",371
"Alistipes","B99",15
"Alistipes","B103",347
"Alistipes","B106",411
"Alistipes","B111",311
"Alistipes","B114",42
"Alistipes","B115",41
"Alistipes","B120",414
"Alistipes","B127",338
"Alistipes","B132",369
"Alistipes","B141",42
"Alistipes","B142",21
"Alistipes","B143",27
"Alistipes","B152",371
"Alistipes","B156",34
"Alistipes","B158",26
"Alistipes","B164",21
"Oscillibacter","A3",84
"Oscillibacter","A5",256
"Oscillibacter","A6",139
"Oscillibacter","A9",431
"Oscillibacter","A31",308
"Oscillibacter","A51",238
"Oscillibacter","A52",131
"Oscillibacter","A53",315
"Oscillibacter","A54",295
"Oscillibacter","A59",379
"Oscillibacter","A67",92
"Oscillibacter","A68",63
"Oscillibacter","A69",80
"Oscillibacter","A71",418
"Oscillibacter","A73",34
"Oscillibacter","A76",306
"Oscillibacter","A78",278
"Oscillibacter","A87",46
"Oscillibacter","A89",117
"Oscillibacter","A93",345
"Oscillibacter","A101",268
"Oscillibacter","A109",29
"Oscillibacter","A113",116
"Oscillibacter","A114",453
"Oscillibacter","A115",71
"Oscillibacter","A142",411
"Oscillibacter","A144",360
"Oscillibacter","A149",316
"Oscillibacter","A164",295
"Oscillibacter","A165",415
"Oscillibacter","B1",308
"Oscillibacter","B2",361
"Oscillibacter","B3",224
"Oscillibacter","B5",441
"Oscillibacter","B6",249
"Oscillibacter","B7",120
"Oscillibacter","B8",389
"Oscillibacter","B13",348
"Oscillibacter","B14",54
"Oscillibacter","B28",110
"Oscillibacter","B29",32
"Oscillibacter","B36",46
"Oscillibacter","B37",134
"Oscillibacter","B94",137
"Oscillibacter","B99",94
"Oscillibacter","B103",407
"Oscillibacter","B106",252
"Oscillibacter","B111",367
"Oscillibacter","B114",452
"Oscillibacter","B115",352
"Oscillibacter","B120",405
"Oscillibacter","B127",397
"Oscillibacter","B132",400
"Oscillibacter","B141",251
"Oscillibacter","B142",149
"Oscillibacter","B143",69
"Oscillibacter","B152",242
"Oscillibacter","B156",281
"Oscillibacter","B158",39
"Oscillibacter","B164",111
"Ruminiclostridium","A3",11
"Ruminiclostridium","A5",291
"Ruminiclostridium","A6",186
"Ruminiclostridium","A9",79
"Ruminiclostridium","A31",121
"Ruminiclostridium","A51",452
"Ruminiclostridium","A52",25
"Ruminiclostridium","A53",52
"Ruminiclostridium","A54",128
"Ruminiclostridium","A59",63
"Ruminiclostridium","A67",130
"Ruminiclostridium","A68",18
"Ruminiclostridium","A69",276
"Ruminiclostridium","A71",330
"Ruminiclostridium","A73",13
"Ruminiclostridium","A76",37
"Ruminiclostridium","A78",97
"Ruminiclostridium","A87",235
"Ruminiclostridium","A89",39
"Ruminiclostridium","A93",440
"Ruminiclostridium","A101",114
"Ruminiclostridium","A109",13
"Ruminiclostridium","A113",258
"Ruminiclostridium","A114",151
"Ruminiclostridium","A115",10
"Ruminiclostridium","A142",242
"Ruminiclostridium","A144",55
"Ruminiclostridium","A149",106
"Ruminiclostridium","A164",92
"Ruminiclostridium","A165",75
"Ruminiclostridium","B1",61
"Ruminiclostridium","B2",309
"Ruminiclostridium","B3",208
"Ruminiclostridium","B5",165
"Ruminiclostridium","B6",100
"Ruminiclostridium","B7",381
"Ruminiclostridium","B8",58
"Ruminiclostridium","B13",51
"Ruminiclostridium","B14",2
"Ruminiclostridium","B28",79
"Ruminiclostridium","B29",9
"Ruminiclostridium","B36",49
"Ruminiclostridium","B37",176
"Ruminiclostridium","B94",228
"Ruminiclostridium","B99",22
"Ruminiclostridium","B103",333
"Ruminiclostridium","B106",259
"Ruminiclostridium","B111",43
"Ruminiclostridium","B114",75
"Ruminiclostridium","B115",167
"Ruminiclostridium","B120",116
"Ruminiclostridium","B127",234
"Ruminiclostridium","B132",224
"Ruminiclostridium","B141",27
"Ruminiclostridium","B142",224
"Ruminiclostridium","B143",96
"Ruminiclostridium","B152",28
"Ruminiclostridium","B156",85
"Ruminiclostridium","B158",33
"Ruminiclostridium","B164",80
"Prevotella","A3",4
"Prevotella","A5",15
"Prevotella","A6",4
"Prevotella","A9",2
"Prevotella","A31",14
"Prevotella","A51",8
"Prevotella","A52",11
"Prevotella","A53",16
"Prevotella","A54",9
"Prevotella","A59",2
"Prevotella","A67",1
"Prevotella","A68",8
"Prevotella","A69",8
"Prevotella","A71",446
"Prevotella","A73",10
"Prevotella","A76",13
"Prevotella","A78",11
"Prevotella","A87",4
"Prevotella","A89",12
"Prevotella","A101",3
"Prevotella","A109",11
"Prevotella","A113",279
"Prevotella","A114",5
"Prevotella","A115",1
"Prevotella","A142",3
"Prevotella","A144",4
"Prevotella","A149",10
"Prevotella","A164",20
"Prevotella","A165",5
"Prevotella","B1",4
"Prevotella","B2",1
"Prevotella","B3",2
"Prevotella","B5",4
"Prevotella","B6",1
"Prevotella","B7",1
"Prevotella","B8",5
"Prevotella","B13",1
"Prevotella","B28",1
"Prevotella","B37",1
"Prevotella","B94",1
"Prevotella","B99",1
"Prevotella","B103",1
"Prevotella","B106",6
"Prevotella","B111",3
"Prevotella","B114",3
"Prevotella","B115",1
"Prevotella","B120",3
"Prevotella","B127",3
"Prevotella","B132",3
"Prevotella","B141",3
"Prevotella","B142",4
"Prevotella","B143",2
"Prevotella","B152",1
"Prevotella","B156",5
"Prevotella","B158",1
"Prevotella","B164",1
"Tyzzerella","A3",93
"Tyzzerella","A5",322
"Tyzzerella","A6",406
"Tyzzerella","A9",78
"Tyzzerella","A31",94
"Tyzzerella","A51",271
"Tyzzerella","A52",433
"Tyzzerella","A53",133
"Tyzzerella","A54",207
"Tyzzerella","A59",122
"Tyzzerella","A67",116
"Tyzzerella","A68",89
"Tyzzerella","A69",118
"Tyzzerella","A71",150
"Tyzzerella","A73",183
"Tyzzerella","A76",88
"Tyzzerella","A78",142
"Tyzzerella","A87",171
"Tyzzerella","A89",230
"Tyzzerella","A93",286
"Tyzzerella","A101",99
"Tyzzerella","A109",330
"Tyzzerella","A113",122
"Tyzzerella","A114",214
"Tyzzerella","A115",399
"Tyzzerella","A142",148
"Tyzzerella","A144",112
"Tyzzerella","A149",96
"Tyzzerella","A164",129
"Tyzzerella","A165",181
"Tyzzerella","B1",90
"Tyzzerella","B2",107
"Tyzzerella","B3",128
"Tyzzerella","B5",289
"Tyzzerella","B6",102
"Tyzzerella","B7",305
"Tyzzerella","B8",330
"Tyzzerella","B13",98
"Tyzzerella","B14",313
"Tyzzerella","B28",335
"Tyzzerella","B29",322
"Tyzzerella","B36",198
"Tyzzerella","B37",388
"Tyzzerella","B94",442
"Tyzzerella","B99",307
"Tyzzerella","B103",101
"Tyzzerella","B106",372
"Tyzzerella","B111",192
"Tyzzerella","B114",154
"Tyzzerella","B115",176
"Tyzzerella","B120",107
"Tyzzerella","B127",152
"Tyzzerella","B132",162
"Tyzzerella","B141",68
"Tyzzerella","B142",109
"Tyzzerella","B143",419
"Tyzzerella","B152",192
"Tyzzerella","B156",77
"Tyzzerella","B158",114
"Tyzzerella","B164",93
"Bacteroides","A3",285
"Bacteroides","A5",35
"Bacteroides","A6",28
"Bacteroides","A9",237
"Bacteroides","A31",60
"Bacteroides","A51",77
"Bacteroides","A52",304
"Bacteroides","A53",74
"Bacteroides","A54",60
"Bacteroides","A59",30
"Bacteroides","A67",34
"Bacteroides","A68",58
"Bacteroides","A69",63
"Bacteroides","A71",329
"Bacteroides","A73",87
"Bacteroides","A76",381
"Bacteroides","A78",75
"Bacteroides","A87",66
"Bacteroides","A89",356
"Bacteroides","A93",398
"Bacteroides","A101",324
"Bacteroides","A109",407
"Bacteroides","A113",196
"Bacteroides","A114",65
"Bacteroides","A115",31
"Bacteroides","A142",180
"Bacteroides","A144",345
"Bacteroides","A149",339
"Bacteroides","A164",353
"Bacteroides","A165",109
"Bacteroides","B1",61
"Bacteroides","B2",85
"Bacteroides","B3",98
"Bacteroides","B5",301
"Bacteroides","B6",29
"Bacteroides","B7",23
"Bacteroides","B8",31
"Bacteroides","B13",286
"Bacteroides","B14",21
"Bacteroides","B28",39
"Bacteroides","B29",19
"Bacteroides","B36",7
"Bacteroides","B37",22
"Bacteroides","B94",436
"Bacteroides","B99",28
"Bacteroides","B103",223
"Bacteroides","B106",27
"Bacteroides","B111",405
"Bacteroides","B114",185
"Bacteroides","B115",313
"Bacteroides","B120",299
"Bacteroides","B127",13
"Bacteroides","B132",15
"Bacteroides","B141",37
"Bacteroides","B142",307
"Bacteroides","B143",9
"Bacteroides","B152",79
"Bacteroides","B156",297
"Bacteroides","B158",10
"Bacteroides","B164",64
"Bacteroides","A3",71
"Bacteroides","A5",26
"Bacteroides","A6",21
"Bacteroides","A9",34
"Bacteroides","A31",48
"Bacteroides","A51",53
"Bacteroides","A52",249
"Bacteroides","A53",68
"Bacteroides","A54",61
"Bacteroides","A59",39
"Bacteroides","A67",7
"Bacteroides","A68",39
"Bacteroides","A69",52
"Bacteroides","A71",436
"Bacteroides","A73",48
"Bacteroides","A76",123
"Bacteroides","A78",63
"Bacteroides","A87",35
"Bacteroides","A89",231
"Bacteroides","A93",65
"Bacteroides","A101",139
"Bacteroides","A109",118
"Bacteroides","A113",78
"Bacteroides","A114",56
"Bacteroides","A115",27
"Bacteroides","A142",121
"Bacteroides","A144",193
"Bacteroides","A149",83
"Bacteroides","A164",152
"Bacteroides","A165",106
"Bacteroides","B1",50
"Bacteroides","B2",94
"Bacteroides","B3",33
"Bacteroides","B5",63
"Bacteroides","B6",20
"Bacteroides","B7",11
"Bacteroides","B8",11
"Bacteroides","B13",76
"Bacteroides","B14",3
"Bacteroides","B28",14
"Bacteroides","B29",10
"Bacteroides","B36",9
"Bacteroides","B37",20
"Bacteroides","B94",158
"Bacteroides","B99",13
"Bacteroides","B103",194
"Bacteroides","B106",17
"Bacteroides","B111",75
"Bacteroides","B114",399
"Bacteroides","B115",92
"Bacteroides","B120",65
"Bacteroides","B127",14
"Bacteroides","B132",14
"Bacteroides","B141",21
"Bacteroides","B142",50
"Bacteroides","B143",5
"Bacteroides","B152",32
"Bacteroides","B156",119
"Bacteroides","B158",10
"Bacteroides","B164",67
"Dialister","A3",6
"Dialister","A5",68
"Dialister","A6",1
"Dialister","A9",375
"Dialister","A31",35
"Dialister","A51",24
"Dialister","A52",21
"Dialister","A53",434
"Dialister","A54",24
"Dialister","A59",6
"Dialister","A67",1
"Dialister","A68",294
"Dialister","A69",321
"Dialister","A71",153
"Dialister","A73",47
"Dialister","A76",26
"Dialister","A78",15
"Dialister","A87",25
"Dialister","A89",34
"Dialister","A93",322
"Dialister","A101",23
"Dialister","A109",21
"Dialister","A113",76
"Dialister","A114",319
"Dialister","A115",22
"Dialister","A142",230
"Dialister","A144",320
"Dialister","A149",39
"Dialister","A164",73
"Dialister","A165",13
"Dialister","B1",36
"Dialister","B2",300
"Dialister","B3",37
"Dialister","B5",73
"Dialister","B6",104
"Dialister","B7",297
"Dialister","B8",22
"Dialister","B13",266
"Dialister","B14",67
"Dialister","B28",13
"Dialister","B29",344
"Dialister","B36",312
"Dialister","B37",328
"Dialister","B94",35
"Dialister","B99",329
"Dialister","B103",3
"Dialister","B106",365
"Dialister","B111",25
"Dialister","B114",350
"Dialister","B115",400
"Dialister","B120",61
"Dialister","B127",425
"Dialister","B132",359
"Dialister","B141",397
"Dialister","B142",309
"Dialister","B143",34
"Dialister","B152",187
"Dialister","B156",415
"Dialister","B158",388
"Dialister","B164",16
"Bacteroides","A3",364
"Bacteroides","A5",145
"Bacteroides","A6",335
"Bacteroides","A9",258
"Bacteroides","A31",311
"Bacteroides","A51",120
"Bacteroides","A52",229
"Bacteroides","A53",360
"Bacteroides","A54",304
"Bacteroides","A59",385
"Bacteroides","A67",317
"Bacteroides","A68",155
"Bacteroides","A69",181
"Bacteroides","A71",389
"Bacteroides","A73",275
"Bacteroides","A76",350
"Bacteroides","A78",298
"Bacteroides","A87",326
"Bacteroides","A89",330
"Bacteroides","A93",370
"Bacteroides","A101",341
"Bacteroides","A109",92
"Bacteroides","A113",138
"Bacteroides","A114",269
"Bacteroides","A115",305
"Bacteroides","A142",130
"Bacteroides","A144",304
"Bacteroides","A149",250
"Bacteroides","A164",431
"Bacteroides","A165",321
"Bacteroides","B1",219
"Bacteroides","B2",295
"Bacteroides","B3",346
"Bacteroides","B5",259
"Bacteroides","B6",306
"Bacteroides","B7",248
"Bacteroides","B8",156
"Bacteroides","B13",239
"Bacteroides","B14",91
"Bacteroides","B28",346
"Bacteroides","B29",250
"Bacteroides","B36",92
"Bacteroides","B37",295
"Bacteroides","B94",351
"Bacteroides","B99",46
"Bacteroides","B103",290
"Bacteroides","B106",97
"Bacteroides","B111",278
"Bacteroides","B114",207
"Bacteroides","B115",218
"Bacteroides","B120",392
"Bacteroides","B127",58
"Bacteroides","B132",101
"Bacteroides","B141",245
"Bacteroides","B142",299
"Bacteroides","B143",29
"Bacteroides","B152",261
"Bacteroides","B156",300
"Bacteroides","B158",102
"Bacteroides","B164",131
"Prevotella","A3",8
"Prevotella","A5",12
"Prevotella","A6",4
"Prevotella","A9",9
"Prevotella","A31",77
"Prevotella","A51",105
"Prevotella","A52",81
"Prevotella","A53",111
"Prevotella","A54",107
"Prevotella","A59",15
"Prevotella","A67",11
"Prevotella","A68",71
"Prevotella","A69",76
"Prevotella","A71",107
"Prevotella","A73",84
"Prevotella","A76",430
"Prevotella","A78",111
"Prevotella","A87",9
"Prevotella","A89",82
"Prevotella","A93",5
"Prevotella","A101",13
"Prevotella","A109",93
"Prevotella","A113",87
"Prevotella","A114",403
"Prevotella","A115",12
"Prevotella","A142",37
"Prevotella","A144",6
"Prevotella","A149",86
"Prevotella","A164",418
"Prevotella","A165",10
"Prevotella","B1",2
"Prevotella","B2",1
"Prevotella","B3",5
"Prevotella","B5",2
"Prevotella","B6",4
"Prevotella","B7",1
"Prevotella","B8",3
"Prevotella","B14",4
"Prevotella","B28",4
"Prevotella","B29",1
"Prevotella","B36",2
"Prevotella","B37",1
"Prevotella","B94",5
"Prevotella","B99",4
"Prevotella","B103",9
"Prevotella","B106",7
"Prevotella","B111",3
"Prevotella","B114",11
"Prevotella","B115",4
"Prevotella","B120",5
"Prevotella","B127",3
"Prevotella","B132",6
"Prevotella","B142",3
"Prevotella","B152",2
"Prevotella","B156",2
"Prevotella","B158",1
"Prevotella","B164",3
"Clostridium","A3",59
"Clostridium","A5",46
"Clostridium","A6",33
"Clostridium","A9",121
"Clostridium","A31",89
"Clostridium","A51",87
"Clostridium","A52",78
"Clostridium","A53",53
"Clostridium","A54",94
"Clostridium","A59",78
"Clostridium","A67",97
"Clostridium","A68",39
"Clostridium","A69",430
"Clostridium","A71",133
"Clostridium","A73",57
"Clostridium","A76",62
"Clostridium","A78",50
"Clostridium","A87",76
"Clostridium","A89",84
"Clostridium","A93",54
"Clostridium","A101",57
"Clostridium","A109",59
"Clostridium","A113",183
"Clostridium","A114",66
"Clostridium","A115",54
"Clostridium","A142",72
"Clostridium","A144",72
"Clostridium","A149",62
"Clostridium","A164",77
"Clostridium","A165",69
"Clostridium","B1",40
"Clostridium","B2",58
"Clostridium","B3",53
"Clostridium","B5",64
"Clostridium","B6",36
"Clostridium","B7",49
"Clostridium","B8",46
"Clostridium","B13",82
"Clostridium","B14",16
"Clostridium","B28",34
"Clostridium","B29",17
"Clostridium","B36",28
