"genus","sample_id","abundance"
"Azospirillum","A6",214
"Azospirillum","A9",136
"Azospirillum","A31",110
"Azospirillum","A51",48
"Azospirillum","A53",2
"Azospirillum","A54",62
"Azospirillum","A59",1
"Azospirillum","A67",13
"Azospirillum","A71",428
"Azospirillum","A76",3
"Azospirillum","A78",1
"Azospirillum","A87",53
"Azospirillum","A101",619
"Azospirillum","A109",5
"Azospirillum","A113",2
"Azospirillum","A114",387
"Azospirillum","A115",5
"Azospirillum","A142",628
"Azospirillum","A144",135
"Azospirillum","A149",1
"Azospirillum","A165",12
"Azospirillum","B1",573
"Azospirillum","B3",2
"Azospirillum","B5",15
"Azospirillum","B7",1
"Azospirillum","B14",136
"Azospirillum","B28",16
"Azospirillum","B36",1
"Azospirillum","B37",2
"Azospirillum","B111",1
"Azospirillum","B114",1
"Azospirillum","B120",6
"Azospirillum","B127",1
"Azospirillum","B132",1
"Azospirillum","B142",13
"Azospirillum","B158",3
"Azospirillum","B164",1
"Odoribacter","A3",298
"Odoribacter","A5",213
"Odoribacter","A6",282
"Odoribacter","A9",246
"Odoribacter","A31",322
"Odoribacter","A51",485
"Odoribacter","A52",63
"Odoribacter","A53",307
"Odoribacter","A54",620
"Odoribacter","A59",339
"Odoribacter","A67",571
"Odoribacter","A68",161
"Odoribacter","A69",289
"Odoribacter","A71",314
"Odoribacter","A73",104
"Odoribacter","A76",570
"Odoribacter","A78",296
"Odoribacter","A87",27
"Odoribacter","A89",82
"Odoribacter","A93",582
"Odoribacter","A101",50
"Odoribacter","A109",56
"Odoribacter","A113",546
"Odoribacter","A114",589
"Odoribacter","A115",578
"Odoribacter","A142",607
"Odoribacter","A144",591
"Odoribacter","A149",76
"Odoribacter","A164",574
"Odoribacter","A165",331
"Odoribacter","B1",510
"Odoribacter","B3",596
"Odoribacter","B5",554
"Odoribacter","B6",271
"Odoribacter","B7",16
"Odoribacter","B8",556
"Odoribacter","B13",17
"Odoribacter","B14",6
"Odoribacter","B28",458
"Odoribacter","B29",15
"Odoribacter","B36",8
"Odoribacter","B37",598
"Odoribacter","B94",314
"Odoribacter","B99",7
"Odoribacter","B103",294
"Odoribacter","B106",574
"Odoribacter","B111",565
"Odoribacter","B114",589
"Odoribacter","B115",602
"Odoribacter","B120",398
"Odoribacter","B127",216
"Odoribacter","B132",266
"Odoribacter","B141",5
"Odoribacter","B142",609
"Odoribacter","B143",15
"Odoribacter","B152",21
"Odoribacter","B156",5
"Odoribacter","B158",21
"Odoribacter","B164",169
"Alloprevotella","A5",2
"Alloprevotella","A6",1
"Alloprevotella","A9",2
"Alloprevotella","A31",2
"Alloprevotella","A51",6
"Alloprevotella","A52",5
"Alloprevotella","A53",3
"Alloprevotella","A54",11
"Alloprevotella","A67",2
"Alloprevotella","A68",4
"Alloprevotella","A69",3
"Alloprevotella","A71",11
"Alloprevotella","A73",1
"Alloprevotella","A76",3
"Alloprevotella","A78",3
"Alloprevotella","A87",7
"Alloprevotella","A89",19
"Alloprevotella","A101",2
"Alloprevotella","A109",602
"Alloprevotella","A113",8
"Alloprevotella","A114",8
"Alloprevotella","A115",2
"Alloprevotella","A142",8
"Alloprevotella","A144",33
"Alloprevotella","A149",2
"Alloprevotella","A164",4
"Alloprevotella","A165",3
"Alloprevotella","B2",5
"Alloprevotella","B13",1
"Alloprevotella","B29",3
"Alloprevotella","B37",10
"Alloprevotella","B94",2
"Alloprevotella","B99",4
"Alloprevotella","B106",1
"Alloprevotella","B111",9
"Alloprevotella","B114",5
"Alloprevotella","B115",4
"Alloprevotella","B120",5
"Alloprevotella","B127",3
"Alloprevotella","B132",3
"Alloprevotella","B142",2
"Alloprevotella","B158",1
"Alloprevotella","B164",1
"Coprobacillus","A3",336
"Coprobacillus","A6",1
"Coprobacillus","A9",103
"Coprobacillus","A31",407
"Coprobacillus","A51",8
"Coprobacillus","A52",577
"Coprobacillus","A53",323
"Coprobacillus","A54",466
"Coprobacillus","A59",580
"Coprobacillus","A67",2
"Coprobacillus","A68",5
"Coprobacillus","A69",10
"Coprobacillus","A71",494
"Coprobacillus","A73",2
"Coprobacillus","A76",394
"Coprobacillus","A78",6
"Coprobacillus","A87",10
"Coprobacillus","A89",2
"Coprobacillus","A101",426
"Coprobacillus","A109",7
"Coprobacillus","A113",54
"Coprobacillus","A114",230
"Coprobacillus","A115",534
"Coprobacillus","A142",376
"Coprobacillus","A144",601
"Coprobacillus","A149",1
"Coprobacillus","A164",435
"Coprobacillus","A165",150
"Coprobacillus","B1",304
"Coprobacillus","B2",437
"Coprobacillus","B3",416
"Coprobacillus","B5",244
"Coprobacillus","B6",418
"Coprobacillus","B7",2
"Coprobacillus","B8",328
"Coprobacillus","B13",177
"Coprobacillus","B14",369
"Coprobacillus","B28",23
"Coprobacillus","B29",3
"Coprobacillus","B36",538
"Coprobacillus","B37",546
"Coprobacillus","B94",227
"Coprobacillus","B99",2
"Coprobacillus","B103",5
"Coprobacillus","B106",302
"Coprobacillus","B111",479
"Coprobacillus","B114",337
"Coprobacillus","B115",414
"Coprobacillus","B120",380
"Coprobacillus","B127",475
"Coprobacillus","B132",468
"Coprobacillus","B141",437
"Coprobacillus","B142",529
"Coprobacillus","B143",462
"Coprobacillus","B152",550
"Coprobacillus","B156",224
"Coprobacillus","B158",519
"Coprobacillus","B164",71
"Bacteroides","A3",73
"Bacteroides","A5",510
"Bacteroides","A6",82
"Bacteroides","A9",321
"Bacteroides","A31",543
"Bacteroides","A51",570
"Bacteroides","A52",416
"Bacteroides","A53",478
"Bacteroides","A54",522
"Bacteroides","A59",539
"Bacteroides","A67",430
"Bacteroides","A68",319
"Bacteroides","A69",518
"Bacteroides","A71",593
"Bacteroides","A73",429
"Bacteroides","A76",538
"Bacteroides","A78",331
"Bacteroides","A87",374
"Bacteroides","A89",515
"Bacteroides","A93",423
"Bacteroides","A101",586
"Bacteroides","A109",178
"Bacteroides","A113",284
"Bacteroides","A114",404
"Bacteroides","A115",403
"Bacteroides","A142",463
"Bacteroides","A144",386
"Bacteroides","A149",484
"Bacteroides","A164",543
"Bacteroides","A165",199
"Bacteroides","B1",58
"Bacteroides","B2",72
"Bacteroides","B3",90
"Bacteroides","B5",356
"Bacteroides","B6",351
"Bacteroides","B7",38
"Bacteroides","B8",476
"Bacteroides","B13",75
"Bacteroides","B14",46
"Bacteroides","B28",116
"Bacteroides","B29",71
"Bacteroides","B36",55
"Bacteroides","B37",460
"Bacteroides","B94",588
"Bacteroides","B99",444
"Bacteroides","B103",78
"Bacteroides","B106",470
"Bacteroides","B111",470
"Bacteroides","B114",97
"Bacteroides","B115",90
"Bacteroides","B120",568
"Bacteroides","B127",336
"Bacteroides","B132",418
"Bacteroides","B141",371
"Bacteroides","B142",202
"Bacteroides","B143",55
"Bacteroides","B152",69
"Bacteroides","B156",291
"Bacteroides","B158",71
"Bacteroides","B164",264
"Clostridium","A3",20
"Clostridium","A5",9
"Clostridium","A6",7
"Clostridium","A9",529
"Clostridium","A31",11
"Clostridium","A51",9
"Clostridium","A52",16
"Clostridium","A53",22
"Clostridium","A54",21
"Clostridium","A59",81
"Clostridium","A67",20
"Clostridium","A68",5
"Clostridium","A69",22
"Clostridium","A71",369
"Clostridium","A73",5
"Clostridium","A76",415
"Clostridium","A78",13
"Clostridium","A87",66
"Clostridium","A89",15
"Clostridium","A93",14
"Clostridium","A101",22
"Clostridium","A109",7
"Clostridium","A113",10
"Clostridium","A114",280
"Clostridium","A115",8
"Clostridium","A142",592
"Clostridium","A144",17
"Clostridium","A149",14
"Clostridium","A164",9
"Clostridium","A165",455
"Clostridium","B1",83
"Clostridium","B2",17
"Clostridium","B3",18
"Clostridium","B5",546
"Clostridium","B6",19
"Clostridium","B7",18
"Clostridium","B8",158
"Clostridium","B13",19
"Clostridium","B14",4
"Clostridium","B28",9
"Clostridium","B36",17
"Clostridium","B37",14
"Clostridium","B94",17
"Clostridium","B99",11
"Clostridium","B103",475
"Clostridium","B106",22
"Clostridium","B111",199
"Clostridium","B114",527
"Clostridium","B115",37
"Clostridium","B120",482
"Clostridium","B127",423
"Clostridium","B132",467
"Clostridium","B141",33
"Clostridium","B142",29
"Clostridium","B143",7
"Clostridium","B152",34
"Clostridium","B156",414
"Clostridium","B158",13
"Clostridium","B164",10
"Eubacterium","A3",10
"Eubacterium","A5",4
"Eubacterium","A6",14
"Eubacterium","A9",108
"Eubacterium","A31",10
"Eubacterium","A51",3
"Eubacterium","A52",460
"Eubacterium","A53",20
"Eubacterium","A54",12
"Eubacterium","A59",5
"Eubacterium","A68",4
"Eubacterium","A69",12
"Eubacterium","A71",70
"Eubacterium","A73",9
"Eubacterium","A76",1
"Eubacterium","A78",6
"Eubacterium","A87",11
"Eubacterium","A89",9
"Eubacterium","A93",3
"Eubacterium","A101",8
"Eubacterium","A109",7
"Eubacterium","A113",7
"Eubacterium","A114",6
"Eubacterium","A115",75
"Eubacterium","A142",17
"Eubacterium","A144",20
"Eubacterium","A149",1
"Eubacterium","A164",13
"Eubacterium","A165",7
"Eubacterium","B1",4
"Eubacterium","B2",5
"Eubacterium","B3",146
"Eubacterium","B5",35
"Eubacterium","B6",62
"Eubacterium","B8",245
"Eubacterium","B13",55
"Eubacterium","B14",2
"Eubacterium","B28",157
"Eubacterium","B29",10
"Eubacterium","B36",2
"Eubacterium","B37",8
"Eubacterium","B94",32
"Eubacterium","B99",1
"Eubacterium","B103",7
"Eubacterium","B106",6
"Eubacterium","B111",579
"Eubacterium","B114",136
"Eubacterium","B115",94
"Eubacterium","B120",216
"Eubacterium","B127",120
"Eubacterium","B132",34
"Eubacterium","B141",296
"Eubacterium","B142",336
"Eubacterium","B143",6
"Eubacterium","B152",460
"Eubacterium","B156",19
"Eubacterium","B158",9
"Eubacterium","B164",3
"Dialister","A3",17
"Dialister","A9",16
"Dialister","A31",1
"Dialister","A51",4
"Dialister","A52",2
"Dialister","A53",5
"Dialister","A54",7
"Dialister","A59",2
"Dialister","A67",2
"Dialister","A68",1
"Dialister","A69",3
"Dialister","A71",3
"Dialister","A73",1
"Dialister","A76",1
"Dialister","A78",2
"Dialister","A87",5
"Dialister","A89",1
"Dialister","A93",76
"Dialister","A101",3
"Dialister","A109",1
"Dialister","A113",2
"Dialister","A114",2
"Dialister","A115",1
"Dialister","A142",26
"Dialister","A144",23
"Dialister","A149",2
"Dialister","A164",2
"Dialister","A165",27
"Dialister","B1",2
"Dialister","B2",1
"Dialister","B3",2
"Dialister","B5",2
"Dialister","B6",3
"Dialister","B7",7
"Dialister","B13",525
"Dialister","B28",17
"Dialister","B29",10
"Dialister","B36",6
"Dialister","B37",5
"Dialister","B94",563
"Dialister","B99",7
"Dialister","B103",6
"Dialister","B106",2
"Dialister","B111",578
"Dialister","B114",1
"Dialister","B115",13
"Dialister","B120",8
"Dialister","B127",4
"Dialister","B132",3
"Dialister","B141",3
"Dialister","B142",1
"Dialister","B143",8
"Dialister","B152",566
"Dialister","B156",4
"Dialister","B158",3
"Dialister","B164",561
"Parabacteroides","A3",23
"Parabacteroides","A5",34
"Parabacteroides","A6",327
"Parabacteroides","A9",26
"Parabacteroides","A31",29
"Parabacteroides","A51",39
"Parabacteroides","A52",29
"Parabacteroides","A53",43
"Parabacteroides","A54",38
"Parabacteroides","A59",576
"Parabacteroides","A67",19
"Parabacteroides","A68",33
"Parabacteroides","A69",32
"Parabacteroides","A71",50
"Parabacteroides","A73",21
"Parabacteroides","A76",46
"Parabacteroides","A78",261
"Parabacteroides","A87",19
"Parabacteroides","A89",50
"Parabacteroides","A93",32
"Parabacteroides","A101",47
"Parabacteroides","A109",21
"Parabacteroides","A113",37
"Parabacteroides","A114",178
"Parabacteroides","A115",24
"Parabacteroides","A142",24
"Parabacteroides","A144",37
"Parabacteroides","A149",30
"Parabacteroides","A164",52
"Parabacteroides","A165",192
"Parabacteroides","B1",97
"Parabacteroides","B2",128
"Parabacteroides","B3",18
"Parabacteroides","B5",24
"Parabacteroides","B6",14
"Parabacteroides","B7",36
"Parabacteroides","B8",14
"Parabacteroides","B13",109
"Parabacteroides","B14",12
"Parabacteroides","B28",20
"Parabacteroides","B29",7
"Parabacteroides","B36",5
"Parabacteroides","B37",25
"Parabacteroides","B94",197
"Parabacteroides","B99",19
"Parabacteroides","B103",27
"Parabacteroides","B106",542
"Parabacteroides","B111",346
"Parabacteroides","B114",346
"Parabacteroides","B115",15
"Parabacteroides","B120",134
"Parabacteroides","B127",17
"Parabacteroides","B132",20
"Parabacteroides","B141",20
"Parabacteroides","B142",17
"Parabacteroides","B143",10
"Parabacteroides","B152",355
"Parabacteroides","B156",15
"Parabacteroides","B158",13
"Parabacteroides","B164",10
"Clostridium","A3",2
"Clostridium","A5",2
"Clostridium","A6",2
"Clostridium","A9",29
"Clostridium","A31",9
"Clostridium","A51",3
"Clostridium","A52",2
"Clostridium","A53",3
"Clostridium","A54",24
"Clostridium","A59",9
"Clostridium","A67",1
"Clostridium","A68",2
"Clostridium","A69",15
"Clostridium","A71",57
"Clostridium","A73",3
"Clostridium","A76",4
"Clostridium","A78",5
"Clostridium","A87",5
"Clostridium","A89",1
"Clostridium","A93",3
"Clostridium","A101",21
"Clostridium","A109",2
"Clostridium","A113",7
"Clostridium","A114",570
"Clostridium","A115",3
"Clostridium","A142",54
"Clostridium","A144",9
"Clostridium","A149",4
"Clostridium","A164",8
"Clostridium","A165",7
"Clostridium","B1",12
"Clostridium","B2",1
"Clostridium","B3",3
"Clostridium","B5",65
"Clostridium","B7",3
"Clostridium","B8",2
"Clostridium","B13",7
"Clostridium","B14",1
"Clostridium","B28",1
"Clostridium","B29",1
"Clostridium","B36",3
"Clostridium","B37",1
"Clostridium","B94",2
"Clostridium","B99",2
"Clostridium","B103",7
"Clostridium","B106",25
"Clostridium","B111",20
"Clostridium","B114",442
"Clostridium","B115",1
"Clostridium","B120",5
"Clostridium","B127",22
"Clostridium","B132",28
"Clostridium","B141",12
"Clostridium","B142",3
"Clostridium","B143",2
"Clostridium","B152",6
"Clostridium","B156",15
"Clostridium","B158",2
"Clostridium","B164",5
"Ruminococcus","A3",9
"Ruminococcus","A5",25
"Ruminococcus","A6",11
"Ruminococcus","A9",469
"Ruminococcus","A31",34
"Ruminococcus","A51",27
"Ruminococcus","A52",26
"Ruminococcus","A53",35
"Ruminococcus","A54",554
"Ruminococcus","A59",503
"Ruminococcus","A67",14
"Ruminococcus","A68",23
"Ruminococcus","A69",38
"Ruminococcus","A71",47
"Ruminococcus","A73",28
"Ruminococcus","A76",25
"Ruminococcus","A78",26
"Ruminococcus","A87",38
"Ruminococcus","A89",31
"Ruminococcus","A93",20
"Ruminococcus","A101",570
"Ruminococcus","A109",13
"Ruminococcus","A113",26
"Ruminococcus","A114",505
"Ruminococcus","A115",20
"Ruminococcus","A142",126
"Ruminococcus","A144",34
"Ruminococcus","A149",42
"Ruminococcus","A164",29
"Ruminococcus","A165",506
"Ruminococcus","B1",81
"Ruminococcus","B2",20
"Ruminococcus","B3",289
"Ruminococcus","B5",487
"Ruminococcus","B6",9
"Ruminococcus","B7",30
"Ruminococcus","B8",179
"Ruminococcus","B13",17
"Ruminococcus","B14",3
"Ruminococcus","B28",8
"Ruminococcus","B29",5
"Ruminococcus","B36",24
"Ruminococcus","B37",31
"Ruminococcus","B94",399
"Ruminococcus","B99",11
"Ruminococcus","B103",34
"Ruminococcus","B106",25
"Ruminococcus","B111",86
"Ruminococcus","B114",535
"Ruminococcus","B115",12
"Ruminococcus","B120",511
"Ruminococcus","B127",430
"Ruminococcus","B132",486
"Ruminococcus","B141",26
"Ruminococcus","B142",507
"Ruminococcus","B143",28
"Ruminococcus","B152",29
"Ruminococcus","B156",32
"Ruminococcus","B158",30
"Ruminococcus","B164",25
"Bacteroides","A3",382
"Bacteroides","A5",27
"Bacteroides","A6",23
"Bacteroides","A9",465
"Bacteroides","A31",151
"Bacteroides","A51",201
"Bacteroides","A52",167
"Bacteroides","A53",194
"Bacteroides","A54",569
"Bacteroides","A59",57
"Bacteroides","A67",43
"Bacteroides","A68",140
"Bacteroides","A69",513
"Bacteroides","A71",175
"Bacteroides","A73",144
"Bacteroides","A76",165
"Bacteroides","A78",170
"Bacteroides","A87",491
"Bacteroides","A89",173
"Bacteroides","A93",18
"Bacteroides","A101",68
"Bacteroides","A109",259
"Bacteroides","A113",553
"Bacteroides","A114",507
"Bacteroides","A115",57
"Bacteroides","A142",130
"Bacteroides","A144",48
"Bacteroides","A149",199
"Bacteroides","A164",207
"Bacteroides","A165",77
"Bacteroides","B1",34
"Bacteroides","B2",19
"Bacteroides","B3",84
"Bacteroides","B5",513
"Bacteroides","B6",34
"Bacteroides","B7",20
"Bacteroides","B8",19
"Bacteroides","B13",15
"Bacteroides","B14",31
"Bacteroides","B28",29
"Bacteroides","B29",101
"Bacteroides","B36",75
"Bacteroides","B37",101
"Bacteroides","B94",513
"Bacteroides","B99",109
"Bacteroides","B103",23
"Bacteroides","B106",473
"Bacteroides","B111",542
"Bacteroides","B114",469
"Bacteroides","B115",106
"Bacteroides","B120",41
"Bacteroides","B127",162
"Bacteroides","B132",174
"Bacteroides","B141",28
"Bacteroides","B142",459
"Bacteroides","B143",73
"Bacteroides","B152",21
"Bacteroides","B156",19
"Bacteroides","B158",89
"Bacteroides","B164",25
"Sutterella","A9",2
"Sutterella","A31",13
"Sutterella","A51",14
"Sutterella","A52",8
"Sutterella","A53",494
"Sutterella","A54",11
"Sutterella","A59",42
"Sutterella","A67",2
"Sutterella","A68",70
"Sutterella","A69",13
"Sutterella","A71",44
"Sutterella","A73",6
"Sutterella","A76",52
"Sutterella","A78",14
"Sutterella","A87",10
"Sutterella","A89",40
"Sutterella","A93",2
"Sutterella","A101",7
"Sutterella","A109",40
"Sutterella","A113",27
"Sutterella","A114",349
"Sutterella","A115",1
"Sutterella","A142",8
"Sutterella","A144",2
"Sutterella","A149",10
"Sutterella","A164",83
"Sutterella","A165",481
"Sutterella","B5",32
"Sutterella","B6",1
"Sutterella","B7",3
"Sutterella","B8",3
"Sutterella","B13",4
"Sutterella","B14",2
"Sutterella","B28",6
"Sutterella","B29",11
"Sutterella","B36",1
"Sutterella","B37",1
"Sutterella","B94",7
"Sutterella","B99",21
"Sutterella","B103",2
"Sutterella","B106",4
"Sutterella","B111",565
"Sutterella","B114",11
"Sutterella","B115",21
"Sutterella","B120",5
"Sutterella","B132",1
"Sutterella","B141",3
"Sutterella","B142",1
"Sutterella","B152",4
"Sutterella","B156",3
"Sutterella","B158",1
"Sutterella","B164",3
"Sutterella","A3",3
"Sutterella","A5",1
"Sutterella","A6",1
"Sutterella","A9",5
"Sutterella","A31",9
"Sutterella","A51",12
"Sutterella","A52",12
"Sutterella","A53",12
"Sutterella","A54",15
"Sutterella","A59",92
"Sutterella","A67",7
"Sutterella","A68",36
"Sutterella","A69",16
"Sutterella","A71",526
"Sutterella","A73",11
"Sutterella","A76",39
"Sutterella","A78",7
"Sutterella","A87",1
"Sutterella","A89",99
"Sutterella","A93",7
"Sutterella","A101",2
"Sutterella","A109",90
"Sutterella","A113",77
"Sutterella","A114",13
"Sutterella","A115",2
"Sutterella","A142",7
"Sutterella","A144",5
"Sutterella","A149",10
"Sutterella","A164",93
"Sutterella","A165",111
"Sutterella","B1",5
"Sutterella","B2",3
"Sutterella","B3",4
"Sutterella","B5",91
"Sutterella","B7",3
"Sutterella","B8",2
"Sutterella","B13",5
"Sutterella","B14",2
"Sutterella","B36",5
"Sutterella","B37",6
"Sutterella","B94",2
"Sutterella","B99",4
"Sutterella","B103",4
"Sutterella","B106",3
"Sutterella","B111",13
"Sutterella","B114",5
"Sutterella","B115",2
"Sutterella","B120",5
"Sutterella","B127",4
"Sutterella","B132",3
"Sutterella","B141",2
"Sutterella","B142",2
"Sutterella","B152",279
"Sutterella","B156",5
"Sutterella","B158",4
"Sutterella","B164",5
"Anaerotruncus","A3",219
"Anaerotruncus","A5",118
"Anaerotruncus","A6",167
"Anaerotruncus","A9",140
"Anaerotruncus","A31",160
"Anaerotruncus","A51",77
"Anaerotruncus","A52",79
"Anaerotruncus","A53",84
"Anaerotruncus","A54",157
"Anaerotruncus","A59",203
"Anaerotruncus","A67",80
"Anaerotruncus","A68",39
"Anaerotruncus","A69",247
"Anaerotruncus","A71",214
"Anaerotruncus","A73",38
"Anaerotruncus","A76",79
"Anaerotruncus","A78",103
"Anaerotruncus","A87",359
"Anaerotruncus","A89",176
"Anaerotruncus","A93",496
"Anaerotruncus","A101",162
"Anaerotruncus","A109",253
"Anaerotruncus","A113",160
"Anaerotruncus","A114",114
"Anaerotruncus","A115",397
"Anaerotruncus","A142",252
"Anaerotruncus","A144",226
"Anaerotruncus","A149",181
"Anaerotruncus","A164",160
"Anaerotruncus","A165",127
"Anaerotruncus","B1",80
"Anaerotruncus","B2",312
"Anaerotruncus","B3",307
"Anaerotruncus","B5",152
"Anaerotruncus","B6",58
"Anaerotruncus","B7",138
"Anaerotruncus","B8",264
"Anaerotruncus","B13",371
"Anaerotruncus","B14",146
"Anaerotruncus","B28",255
"Anaerotruncus","B29",295
"Anaerotruncus","B36",109
"Anaerotruncus","B37",241
"Anaerotruncus","B94",522
"Anaerotruncus","B99",420
"Anaerotruncus","B103",163
"Anaerotruncus","B106",516
"Anaerotruncus","B111",107
"Anaerotruncus","B114",149
"Anaerotruncus","B115",334
"Anaerotruncus","B120",146
"Anaerotruncus","B127",246
"Anaerotruncus","B132",128
"Anaerotruncus","B141",355
"Anaerotruncus","B142",132
"Anaerotruncus","B143",319
"Anaerotruncus","B152",196
"Anaerotruncus","B156",170
"Anaerotruncus","B158",117
"Anaerotruncus","B164",56
"Parabacteroides","A3",302
"Parabacteroides","A5",326
"Parabacteroides","A6",328
"Parabacteroides","A9",411
"Parabacteroides","A31",321
"Parabacteroides","A51",399
"Parabacteroides","A52",314
"Parabacteroides","A53",316
"Parabacteroides","A54",460
"Parabacteroides","A59",380
"Parabacteroides","A67",274
"Parabacteroides","A68",287
"Parabacteroides","A69",341
"Parabacteroides","A71",515
"Parabacteroides","A73",306
"Parabacteroides","A76",323
"Parabacteroides","A78",300
"Parabacteroides","A87",315
"Parabacteroides","A89",346
"Parabacteroides","A93",401
"Parabacteroides","A101",349
"Parabacteroides","A109",290
"Parabacteroides","A113",413
"Parabacteroides","A114",295
"Parabacteroides","A115",308
"Parabacteroides","A142",370
"Parabacteroides","A144",245
"Parabacteroides","A149",338
"Parabacteroides","A164",343
"Parabacteroides","A165",412
"Parabacteroides","B1",216
"Parabacteroides","B2",264
"Parabacteroides","B3",235
"Parabacteroides","B5",186
"Parabacteroides","B6",364
"Parabacteroides","B7",192
"Parabacteroides","B8",282
"Parabacteroides","B13",207
"Parabacteroides","B14",255
"Parabacteroides","B28",250
"Parabacteroides","B29",70
"Parabacteroides","B36",60
"Parabacteroides","B37",254
"Parabacteroides","B94",390
"Parabacteroides","B99",268
"Parabacteroides","B103",317
"Parabacteroides","B106",280
"Parabacteroides","B111",108
"Parabacteroides","B114",375
"Parabacteroides","B115",250
"Parabacteroides","B120",262
"Parabacteroides","B127",139
"Parabacteroides","B132",214
"Parabacteroides","B141",62
"Parabacteroides","B142",223
"Parabacteroides","B143",236
"Parabacteroides","B152",250
"Parabacteroides","B156",248
"Parabacteroides","B158",160
"Parabacteroides","B164",117
"Collinsella","A3",262
"Collinsella","A5",499
"Collinsella","A6",10
"Collinsella","A9",176
"Collinsella","A31",179
"Collinsella","A51",145
"Collinsella","A52",234
"Collinsella","A53",308
"Collinsella","A54",4
"Collinsella","A59",99
"Collinsella","A67",2
"Collinsella","A68",6
"Collinsella","A69",9
"Collinsella","A71",111
"Collinsella","A73",244
"Collinsella","A76",87
"Collinsella","A78",178
"Collinsella","A87",3
"Collinsella","A89",3
"Collinsella","A93",4
"Collinsella","A101",6
"Collinsella","A109",16
"Collinsella","A113",6
"Collinsella","A114",219
"Collinsella","A115",77
"Collinsella","A142",306
"Collinsella","A144",262
"Collinsella","A149",108
"Collinsella","A164",209
"Collinsella","A165",174
"Collinsella","B1",316
"Collinsella","B2",11
"Collinsella","B3",274
"Collinsella","B5",258
"Collinsella","B6",12
"Collinsella","B7",298
"Collinsella","B8",6
"Collinsella","B13",391
"Collinsella","B14",6
"Collinsella","B28",174
"Collinsella","B29",3
"Collinsella","B36",5
"Collinsella","B37",263
"Collinsella","B94",187
"Collinsella","B99",4
"Collinsella","B103",283
"Collinsella","B106",446
"Collinsella","B111",110
"Collinsella","B114",334
"Collinsella","B115",366
"Collinsella","B120",172
"Collinsella","B127",55
"Collinsella","B132",146
"Collinsella","B141",5
"Collinsella","B142",2
"Collinsella","B143",5
"Collinsella","B152",349
"Collinsella","B156",5
"Collinsella","B158",3
"Collinsella","B164",383
"Eubacterium","A3",32
"Eubacterium","A5",6
"Eubacterium","A6",2
"Eubacterium","A9",493
"Eubacterium","A31",2
"Eubacterium","A51",2
"Eubacterium","A52",4
"Eubacterium","A53",9
"Eubacterium","A54",5
"Eubacterium","A59",10
"Eubacterium","A67",2
"Eubacterium","A68",1
"Eubacterium","A69",6
"Eubacterium","A71",33
"Eubacterium","A76",6
"Eubacterium","A78",4
"Eubacterium","A87",7
"Eubacterium","A89",10
"Eubacterium","A93",2
"Eubacterium","A101",6
"Eubacterium","A113",7
"Eubacterium","A114",8
"Eubacterium","A142",14
"Eubacterium","A144",7
"Eubacterium","A149",4
"Eubacterium","A164",4
"Eubacterium","A165",15
"Eubacterium","B1",1
"Eubacterium","B2",6
"Eubacterium","B3",5
"Eubacterium","B5",13
"Eubacterium","B6",2
"Eubacterium","B7",1
"Eubacterium","B8",4
"Eubacterium","B13",9
"Eubacterium","B28",1
"Eubacterium","B29",5
"Eubacterium","B36",3
"Eubacterium","B37",1
"Eubacterium","B94",6
"Eubacterium","B99",1
"Eubacterium","B103",6
"Eubacterium","B106",5
"Eubacterium","B111",100
"Eubacterium","B114",10
"Eubacterium","B115",7
"Eubacterium","B120",6
"Eubacterium","B127",9
"Eubacterium","B132",12
"Eubacterium","B141",91
"Eubacterium","B142",10
"Eubacterium","B143",1
"Eubacterium","B152",6
"Eubacterium","B156",12
"Eubacterium","B158",2
"Eubacterium","B164",3
"Bacteroides","A3",70
"Bacteroides","A5",82
"Bacteroides","A6",129
"Bacteroides","A9",216
"Bacteroides","A31",145
"Bacteroides","A51",248
"Bacteroides","A52",218
"Bacteroides","A53",150
"Bacteroides","A54",225
"Bacteroides","A59",90
"Bacteroides","A67",257
"Bacteroides","A68",120
"Bacteroides","A69",141
"Bacteroides","A71",309
"Bacteroides","A73",148
"Bacteroides","A76",208
"Bacteroides","A78",244
"Bacteroides","A87",73
"Bacteroides","A89",252
"Bacteroides","A93",78
"Bacteroides","A101",150
"Bacteroides","A109",158
"Bacteroides","A113",285
"Bacteroides","A114",258
"Bacteroides","A115",43
"Bacteroides","A142",122
"Bacteroides","A144",154
"Bacteroides","A149",226
"Bacteroides","A164",182
"Bacteroides","A165",490
"Bacteroides","B1",82
"Bacteroides","B2",54
"Bacteroides","B3",67
"Bacteroides","B5",50
"Bacteroides","B6",75
"Bacteroides","B7",39
"Bacteroides","B8",166
"Bacteroides","B13",84
"Bacteroides","B14",69
"Bacteroides","B28",312
"Bacteroides","B29",36
"Bacteroides","B36",30
"Bacteroides","B37",103
"Bacteroides","B94",148
"Bacteroides","B99",24
"Bacteroides","B103",98
"Bacteroides","B106",130
"Bacteroides","B111",206
"Bacteroides","B114",172
"Bacteroides","B115",55
"Bacteroides","B120",144
"Bacteroides","B127",82
"Bacteroides","B132",89
"Bacteroides","B141",26
"Bacteroides","B142",45
"Bacteroides","B143",22
"Bacteroides","B152",55
"Bacteroides","B156",72
"Bacteroides","B158",27
"Bacteroides","B164",73
"Blautia","A3",424
"Blautia","A5",427
"Blautia","A6",467
